id,source_text,target_text,alt_text
CLEVR_train_3772,How many objects do not shine?,"[""SELECT['objects']"", ""FILTER['#1', 'that shine']"", ""DISCARD['#1', '#2']"", ""AGGREGATE['count', '#3']""]","[""SELECT['objects']"", ""FILTER['#1', 'that shine']"", ""AGGREGATE['count', '#1']"", ""AGGREGATE['count', '#2']"", ""ARITHMETIC['difference', '#3', '#4']""."
CLEVR_train_3774,How many objects in this picture are purple?,"[""SELECT['objects']"", ""FILTER['#1', 'in this picture']"", ""FILTER['#2', 'that are purple']"", ""AGGREGATE['count', '#3']""]","[""SELECT['objects']"", ""FILTER['#1', 'in this picture']"", ""FILTER['#2', 'which are purple']"", ""AGGREGATE['count', '#3']""]"
CLEVR_train_3777,What shape are the cyan objects?,"[""SELECT['objects']"", ""FILTER['#1', 'that are cyan']"", ""PROJECT['shape of #REF', '#2']""]","[""SELECT['cyan objects']"", ""PROJECT['the shape of #REF', '#1']""]"
CLEVR_train_3779,Are there the same number of small matte cylinders as there are small metallic cylinders?,"[""SELECT['small cylinders']"", ""FILTER['#1', 'that are matte']"", ""FILTER['#1', 'that are metallic']"", ""AGGREGATE['count', '#2']"", ""AGGREGATE['count', '#3']"", ""BOOLEAN['#4', 'equal to #5']""]","[""SELECT['small cylinders']"", ""FILTER['#1', 'that are matte']"", ""FILTER['#1', 'that are metallic']"", ""AGGREGATE['count', '#2']"", ""AGGREGATE['count', '#3']"", ""BOOLEAN['#4', 'and #5 are equal']""]"
CLEVR_train_3780,What is the color of the object that is the same shape and size as the green cylinder?,"[""SELECT['cylinder']"", ""FILTER['#1', 'that is green']"", ""SELECT['object']"", ""COMPARATIVE['#3', '#2', '']"", ""COMPARATIVE['#3', '#2', '']"", ""INTERSECTION['#3', '#4', '#5']"", ""PROJECT['color of #REF', '#6']""]","[""SELECT['objects']"", ""SELECT['green cylinder']"", ""PROJECT['shape of #REF', '#1']"", ""PROJECT['size of #REF', '#1']"", ""PROJECT['shape of #REF', '#2']"", ""PROJECT['size of #REF', '#2']"", ""COMPARATIVE['#1', '#4', 'is the same as #3']"", ""COMPARATIVE['#1', '#6', 'is the same as #5']"", ""INTERSECTION['#1', '#7', '#8']"", ""PROJECT['color of #REF', '#9']""]"
CLEVR_train_3781,What shape is the big green thing?,"[""SELECT['thing']"", ""FILTER['#1', 'that is green']"", ""FILTER['#2', 'that is big']"", ""PROJECT['shape of #REF', '#3']""]","[""SELECT['things']"", ""FILTER['#1', 'that is big']"", ""FILTER['#2', 'that is green']"", ""PROJECT['the shape of #REF', '#3']""]"
CLEVR_train_3782,What is the total number of objects pictured?,"[""SELECT['objects pictured']"", ""AGGREGATE['count', '#1']""]","[""SELECT['objects']"", ""FILTER['#1', 'pictured']"", ""AGGREGATE['count', '#2']""]"
CLEVR_train_3784,Are any objects matte?,"[""SELECT['objects']"", ""FILTER['#1', 'that are matte']"", ""BOOLEAN['#2', 'are there any #REF']""]","[""SELECT['objects']"", ""BOOLEAN['#1', 'if any #REF are matte']""]"
CLEVR_train_3786,is the small red sphere to the right of the blue cube?,"[""SELECT['the small red sphere']"", ""SELECT['the blue cube']"", ""BOOLEAN['#1', 'is to the right of #2']""]","[""SELECT['the small red sphere']"", ""SELECT['the blue cube']"", ""BOOLEAN['#1', 'is to the right of #2']""]"
CLEVR_train_3789,What texture is the object directly behind the purple spheres?,"[""SELECT['objects']"", ""SELECT['purple spheres']"", ""FILTER['#1', 'behind #2']"", ""PROJECT['texture of #REF', '#3']""]","[""SELECT['purple spheres']"", ""PROJECT['object directly behind #REF', '#1']"", ""PROJECT['texture of #REF', '#2']""]"
CLEVR_train_3791,Are thee squares or spheres pictured?,"[""SELECT['squares pictured']"", ""SELECT['spheres pictured']"", ""AGGREGATE['count', '#1']"", ""AGGREGATE['count', '#2']"", ""BOOLEAN['#3', 'is at least one']"", ""BOOLEAN['#4', 'is at least one']"", ""UNION['#5', '#6']""]","[""SELECT['squares pictured']"", ""SELECT['spheres pictured']"", ""BOOLEAN['#1', 'are there any #REF']""]"
CLEVR_train_3793,Is there the same amount of each type of shape?,"[""SELECT['shapes']"", ""PROJECT['amounts of each #REF', '#1']"", ""BOOLEAN['#2', 'the same']""]","[""SELECT['shapes']"", ""PROJECT['amounts of #REF', '#1']"", ""BOOLEAN['#2', 'the same']""]"
CLEVR_train_3794,How many blue barrel shaped objects are there?,"[""SELECT['blue objects']"", ""FILTER['#1', 'that are barrel shaped']"", ""AGGREGATE['count', '#2']""]","[""SELECT['objects']"", ""FILTER['#1', 'that is blue']"", ""FILTER['#2', 'that is barrel shaped']"", ""AGGREGATE['count', '#3']""]"
CLEVR_train_3795,How many of the matte objects are purple?,"[""SELECT['objects']"", ""FILTER['#1', 'that are matte']"", ""FILTER['#2', 'that are purple']"", ""AGGREGATE['count', '#3']""]","[""SELECT['the matte objects']"", ""FILTER['#1', 'that are purple']"", ""AGGREGATE['count', '#2']""]"
CLEVR_train_3796,How many objects in this group are red?,"[""SELECT['objects in this group']"", ""FILTER['#1', 'that are red']"", ""AGGREGATE['count', '#2']""]","[""SELECT['objects']"", ""FILTER['#1', 'in this group']"", ""FILTER['#2', 'that are red']"", ""AGGREGATE['count', '#3']""]"
CLEVR_train_3797,Are the two blue objects the same size?,"[""SELECT['objects']"", ""FILTER['#1', 'that are blue']"", ""PROJECT['sizes of #REF', '#2']"", ""BOOLEAN['#3', 'if the two #REF are the same']""]","[""SELECT['blue objects']"", ""PROJECT['sizes of #REF', '#1']"", ""BOOLEAN['#2', 'if the two #REF are the same']""]"
CLEVR_train_3800,What color is the object directly behind the large blue square?,"[""SELECT['the large blue square']"", ""SELECT['the objects']"", ""DISCARD['#2', '#1']"", ""FILTER['#3', 'that is directly behind #1']"", ""PROJECT['the color of #REF', '#4']""]","[""SELECT['the large blue square']"", ""SELECT['objects']"", ""FILTER['#2', 'directly behind #1']"", ""PROJECT['the color of #REF', '#3']""]"
CLEVR_train_3801,What is the color of the larger sphere?,"[""SELECT['large sphere']"", ""PROJECT['color of #REF', '#1']""]","[""SELECT['spheres']"", ""FILTER['#1', 'that are larger']"", ""PROJECT['color of #REF', '#2']""]"
CLEVR_train_3804,Are there more matte or metalic objects?,"[""SELECT['objects']"", ""FILTER['#1', 'that are matte']"", ""FILTER['#1', 'that are metalic']"", ""AGGREGATE['count', '#2']"", ""AGGREGATE['count', '#3']"", ""COMPARISON['max', '#4', '#5']""]","[""SELECT['matte objects']"", ""SELECT['metallic objects']"", ""AGGREGATE['count', '#1']"", ""AGGREGATE['count', '#2']"", ""COMPARISON['max', '#3', '#4']""]"
CLEVR_train_3805,How many objects are the same shape as the shiny purple one?,"[""SELECT['the shiny purple object']"", ""PROJECT['the shape of #REF', '#1']"", ""SELECT['objects']"", ""DISCARD['#3', '#1']"", ""PROJECT['the shapes of #REF', '#4']"", ""COMPARATIVE['#4', '#5', 'is the same as #2']"", ""AGGREGATE['count', '#6']""]","[""SELECT['shiny purple object']"", ""SELECT['objects']"", ""DISCARD['#2', '#1']"", ""PROJECT['shape of #REF', '#1']"", ""PROJECT['shapes of #REF', '#3']"", ""COMPARATIVE['#3', '#4', 'is the same as #5']"", ""AGGREGATE['count', '#6']""]"
CLEVR_train_3806,Where is the aqua ball located behind?,"[""SELECT['aqua ball']"", ""PROJECT['where is #REF behind', '#1']""]","[""SELECT['balls']"", ""FILTER['#1', 'that are aqua']"", ""PROJECT['Where is #REF located behind', '#2']""]"
CLEVR_train_3807,Is there more cylinders then red objects?,"[""SELECT['cylinders']"", ""SELECT['red objects']"", ""AGGREGATE['count', '#1']"", ""AGGREGATE['count', '#2']"", ""BOOLEAN['#3', 'is higher than #4']""]","[""SELECT['cylinders']"", ""SELECT['red objects']"", ""AGGREGATE['count', '#1']"", ""AGGREGATE['count', '#2']"", ""BOOLEAN['#3', 'is more than #4']""]"
CLEVR_train_3808,how many of these objects are metal and a sphere?,"[""SELECT['objects']"", ""FILTER['#1', 'that are metal']"", ""FILTER['#1', 'that are a sphere']"", ""INTERSECTION['#1', '#2', '#3']"", ""AGGREGATE['count', '#4']""]","[""SELECT['objects']"", ""FILTER['#1', 'that are metal']"", ""FILTER['#2', 'that are a sphere']"", ""AGGREGATE['count', '#3']?""]"
CLEVR_train_3809,is the blue cube larger than the red sphere?,"[""SELECT['blue cube']"", ""SELECT['red sphere']"", ""BOOLEAN['#1', 'larger than #2']""]","[""SELECT['blue cube']"", ""SELECT['red sphere']"", ""PROJECT['size of #REF', '#1']"", ""PROJECT['size of #REF', '#2']"", ""BOOLEAN['#3', 'is larger than #4']""]"
CLEVR_train_3810,How many small red spheres are there?,"[""SELECT['spheres']"", ""FILTER['#1', 'that are small']"", ""FILTER['#2', 'that are red']"", ""AGGREGATE['count', '#3']""]","[""SELECT['small spheres']"", ""FILTER['#1', 'that are red']"", ""AGGREGATE['count', '#2']""]"
CLEVR_train_3811,What is the name of the shape behind the purple shiny sphere?,"[""SELECT['the shape']"", ""FILTER['#1', 'that is behind the purple shiny sphere']"", ""PROJECT['the name of #REF', '#2']""]","[""SELECT['sphere']"", ""FILTER['#1', 'that is purple']"", ""FILTER['#2', 'that is shiny']"", ""SELECT['shape']"", ""FILTER['#4', 'behind #3']"", ""PROJECT['name of #REF', '#5']""]"
CLEVR_train_3812,What color is the object behind the brown thing and the same shape as the object next to the green rubber cube?,"[""SELECT['thing']"", ""FILTER['#1', 'that is brown']"", ""SELECT['cube']"", ""FILTER['#3', 'that is green']"", ""FILTER['#4', 'that is rubber']"", ""SELECT['object']"", ""FILTER['#6', 'that is next to #5']"", ""PROJECT['shape of #REF', '#7']"", ""FILTER['#6', 'behind #2']"", ""COMPARATIVE['#7', '#8', '']"", ""PROJECT['color of #REF', '#10']""]","[""SELECT['the brown thing']"", ""SELECT['the green rubber cube']"", ""SELECT['objects']"", ""FILTER['#3', 'that are behind #1']"", ""FILTER['#3', 'that are next to #2']"", ""PROJECT['the shape of #REF', '#4']"", ""PROJECT['the shape of #REF', '#5']"", ""COMPARATIVE['#5', '#6', 'is the same as #7']"", ""PROJECT['the color of #REF', '#8']""]"
CLEVR_train_3813,What color is the object that is represented as a single entity whereas the other colors are represented in pairs?,"[""SELECT['objects']"", ""FILTER['#1', 'that is represented as a single entity']"", ""PROJECT['color of #REF', '#2']""]","[""SELECT['objects']"", ""FILTER['#1', 'that are represented as a single entity']"", ""DISCARD['#1', '#2']"", ""PROJECT['the color of #REF', '#3']""]"
CLEVR_train_3815,Are there more small objects than blue objects?,"[""SELECT['objects']"", ""FILTER['#1', 'that are small']"", ""FILTER['#1', 'that are blue']"", ""AGGREGATE['count', '#2']"", ""AGGREGATE['count', '#3']"", ""BOOLEAN['#4', 'higher than #5']""]","[""SELECT['objects']"", ""FILTER['#1', 'that are small']"", ""FILTER['#1', 'that are blue']"", ""AGGREGATE['count', '#2']"", ""AGGREGATE['count', '#3']"", ""BOOLEAN['#4', 'is higher than #5']""]"
CLEVR_train_3817,Is there a small ball and a small cube that are the same color?,"[""SELECT['balls']"", ""FILTER['#1', 'that are small']"", ""SELECT['cubes']"", ""FILTER['#3', 'that are small']"", ""PROJECT['colors of #REF', '#2']"", ""PROJECT['colors of #REF', '#4']"", ""BOOLEAN['if_exist', '#5', 'same as any of #6']""]","[""SELECT['balls']"", ""FILTER['#1', 'that are small']"", ""SELECT['cubes']"", ""FILTER['#3', 'that are small']"", ""PROJECT['colors of #REF', '#2']"", ""PROJECT['colors of #REF', '#4']"", ""BOOLEAN['if_exist', '#5', 'and #6 are the same']""]"
CLEVR_train_3818,Does the large cylinder match a small cylinder in color?,"[""SELECT['cylinders']"", ""FILTER['#1', 'that are large']"", ""FILTER['#1', 'that are small']"", ""PROJECT['colors of #REF', '#2']"", ""PROJECT['colors of #REF', '#3']"", ""COMPARATIVE['#2', '#4', 'is the same as #5']"", ""AGGREGATE['count', '#6']"", ""BOOLEAN['#7', 'is higher than zero']""]","[""SELECT['cylinders']"", ""FILTER['#1', 'that are large']"", ""FILTER['#1', 'that are small']"", ""PROJECT['the color of #REF', '#2']"", ""PROJECT['the color of #REF', '#3']"", ""BOOLEAN['#4','matches #5']""]"
CLEVR_train_3820,do the square shapes all have the same color?,"[""SELECT['square shapes']"", ""PROJECT['colors of #REF', '#1']"", ""BOOLEAN['#2', 'all the same']""]","[""SELECT['square shapes']"", ""PROJECT['colors of #REF', '#1']"", ""BOOLEAN['#2', 'the same']""]"
CLEVR_train_3823,what is the color of the large cube?,"[""SELECT['cube']"", ""FILTER['#1', 'that is large']"", ""PROJECT['colors of #REF', '#2']""]","[""SELECT['cubes']"", ""FILTER['#1', 'that are large']"", ""PROJECT['color of #REF', '#2']""]"
CLEVR_train_3824,Are there more red objects over green?,"[""SELECT['objects']"", ""FILTER['#1', 'that are red']"", ""FILTER['#1', 'that are green']"", ""AGGREGATE['count', '#2']"", ""AGGREGATE['count', '#3']"", ""BOOLEAN['#4', 'is more than #5']""]","[""SELECT['objects']"", ""FILTER['#1', 'that are red']"", ""FILTER['#1', 'that are green']"", ""AGGREGATE['count', '#2']"", ""AGGREGATE['count', '#3']"", ""BOOLEAN['#4', 'higher than #5']""]"
CLEVR_train_3826,what is the matte object on the side of the green cylinder?,"[""SELECT['matte object']"", ""SELECT['green cylinder']"", ""FILTER['#1', 'on the side of #2']""]","[""SELECT['matte object']"", ""SELECT['green cylinder']"", ""FILTER['#1', 'on side of #2']""]"
CLEVR_train_3828,Is there a small red sphere?,"[""SELECT['small sphere']"", ""FILTER['#1', 'that is red']"", ""AGGREGATE['count', '#2']"", ""BOOLEAN['#3', 'is higher than zero']""]","[""SELECT['small red sphere']"", ""BOOLEAN['#1', 'Is there any #REF']""]"
CLEVR_train_3829,How many purple blocks are in with the other shapes?,"[""SELECT['shapes']"", ""FILTER['#1', 'that are blocks']"", ""FILTER['#2', 'that are purple']"", ""AGGREGATE['count', '#3']""]","[""SELECT['purple blocks']"", ""SELECT['objects']"", ""DISCARD['#2', '#1']"", ""FILTER['#1', 'that are in with #3']"", ""AGGREGATE['count', '#4']""]"
CLEVR_train_383,how many objects are made of a metallic finish?,"[""SELECT['objects']"", ""FILTER['#1', 'that are made of a metallic finish']"", ""AGGREGATE['count', '#2']""]","[""SELECT['objects']"", ""FILTER['#1', 'that are metallic']"", ""AGGREGATE['count', '#2']""]"
CLEVR_train_3830,which of the two smaller objects is purple,"[""SELECT['objects']"", ""FILTER['#1', 'that are purple']"", ""FILTER['#2', 'that are small']""]","[""SELECT['objects']"", ""FILTER['#1', 'that are purple']"", ""FILTER['#2', 'that are smaller']""]"
CLEVR_train_3833,How many things are made of rubber?,"[""SELECT['things']"", ""FILTER['#1', 'that are made of rubber']"", ""AGGREGATE['count', '#2']""]","[""SELECT['things']"", ""FILTER['#1','made of rubber']"", ""AGGREGATE['count', '#2']""]"
CLEVR_train_3835,Are the balls small?,"[""SELECT['the balls']"", ""BOOLEAN['#1', 'are small']""]","[""SELECT['the balls']"", ""BOOLEAN['#1', 'are small']""]"
CLEVR_train_3838,which of these objects can roll?,"[""SELECT['objects']"", ""FILTER['#1', 'that can roll']""]","[""SELECT['the objects']"", ""FILTER['#1', 'that can roll']""]"
CLEVR_train_3840,What color object is furthest left?,"[""SELECT['objects']"", ""FILTER['#1', 'that is furthest left']"", ""PROJECT['color of #REF', '#2']""]","[""SELECT['objects']"", ""FILTER['#1', 'that is furthest left']"", ""PROJECT['color of #REF', '#2']""."
CLEVR_train_3842,Are all cubes equal in size?,"[""SELECT['cubes']"", ""PROJECT['sizes of #REF', '#1']"", ""BOOLEAN['#2', 'is all #REF equal']""]","[""SELECT['cubes']"", ""PROJECT['sizes of #REF', '#1']"", ""BOOLEAN['#2', 'equal']""]"
CLEVR_train_3844,How many shiny things are the same color as the rubber cylinder?,"[""SELECT['things']"", ""SELECT['cylinders']"", ""FILTER['#1', 'that are shiny']"", ""FILTER['#2', 'that is rubber']"", ""PROJECT['the color of #REF', '#3']"", ""PROJECT['the color of #REF', '#4']"", ""COMPARATIVE['#3', '#5', 'is the same as #6']"", ""AGGREGATE['count', '#7']""]","[""SELECT['shiny things']"", ""SELECT['rubber cylinder']"", ""PROJECT['colors of #REF', '#1']"", ""PROJECT['color of #REF', '#2']"", ""COMPARATIVE['#1', '#3', 'is the same as #4']"", ""AGGREGATE['count', '#5']""]"
CLEVR_train_3845,Are there more yellow or green objects?,"[""SELECT['yellow objects']"", ""SELECT['green objects']"", ""AGGREGATE['count', '#1']"", ""AGGREGATE['count', '#2']"", ""COMPARISON['max', '#3', '#4']""]","[""SELECT['objects']"", ""FILTER['#1', 'that is yellow']"", ""FILTER['#1', 'that is green']"", ""AGGREGATE['count', '#2']"", ""AGGREGATE['count', '#3']"", ""COMPARISON['max', '#4', '#5']""]"
CLEVR_train_3846,What is the only non cylindrical shape?,"[""SELECT['shapes']"", ""FILTER['#1', 'that is non cylindrical']""]","[""SELECT['shapes']"", ""FILTER['#1', 'that is cylindrical']"", ""DISCARD['#1', '#2']""]"
CLEVR_train_3847,is the gray sphere behind the green cylinder?,"[""SELECT['the green cylinder']"", ""SELECT['the gray sphere']"", ""BOOLEAN['#2', 'is behind #1']""]","[""SELECT['the gray sphere']"", ""SELECT['the green cylinder']"", ""BOOLEAN['#1', 'is behind #2']""]"
CLEVR_train_3849,Are there more matte or plain items?,"[""SELECT['items']"", ""FILTER['#1', 'that are matte']"", ""FILTER['#1', 'that are plain']"", ""AGGREGATE['count', '#2']"", ""AGGREGATE['count', '#3']"", ""COMPARISON['max', '#4', '#5']""]","[""SELECT['matte items']"", ""SELECT['plain items']"", ""AGGREGATE['count', '#1']"", ""AGGREGATE['count', '#2']"", ""COMPARISON['max', '#3', '#4']""]"
CLEVR_train_385,Are there any objects that are the same shape as the object to the right of the metallic yellow object?,"[""SELECT['the metallic yellow object']"", ""PROJECT['the object to the right of #REF', '#1']"", ""PROJECT['the shape of #REF', '#2']"", ""PROJECT['objects which are the same shape as #REF', '#3']""]","[""SELECT['metallic object']"", ""FILTER['#1', 'that is yellow']"", ""SELECT['objects']"", ""DISCARD['#3', '#2']"", ""FILTER['#4', 'to the right of #2']"", ""PROJECT['shape of #REF', '#5']"", ""PROJECT['shapes of #REF', '#6']"", ""COMPARATIVE['#6', '#7', 'is the same as #8']"", ""BOOLEAN['#9', 'are there any #REF']""]"
CLEVR_train_3852,is the red cylinder metallic?,"[""SELECT['cylinders']"", ""FILTER['#1', 'that are red']"", ""BOOLEAN['#2', 'are metallic']""]","[""SELECT['cylinders']"", ""FILTER['#1', 'that is red']"", ""BOOLEAN['#2', 'is metallic']""]"
CLEVR_train_3854,What color is the cylinder behind the metallic green sphere in this image?,"[""SELECT['cylinders']"", ""SELECT['sphere']"", ""FILTER['#2', 'that is metallic']"", ""FILTER['#3', 'that is green']"", ""FILTER['#1', 'behind #4']"", ""PROJECT['color of #REF', '#5']""]","[""SELECT['cylinders']"", ""SELECT['metallic sphere']"", ""FILTER['#2', 'that is green']"", ""FILTER['#1', 'behind #3']"", ""PROJECT['color of #REF', '#4']""]"
CLEVR_train_3856,What shape are all of the shiny objects?,"[""SELECT['shiny objects']"", ""PROJECT['shapes of #REF', '#1']""]","[""SELECT['shiny objects']"", ""PROJECT['shape of #REF', '#1']""]"
CLEVR_train_3857,"What color are the objects that share the same size, color, and shape?","[""SELECT['objects']"", ""PROJECT['sizes of #REF', '#1']"", ""PROJECT['colors of #REF', '#1']"", ""PROJECT['shapes of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'are the same']"", ""COMPARATIVE['#1', '#3', 'are the same']"", ""COMPARATIVE['#1', '#4', 'are the same']"", ""INTERSECTION['#1', '#5', '#6']"", ""INTERSECTION['#1', '#7', '#8']"", ""PROJECT['color of #REF', '#9']""]","[""SELECT['objects']"", ""PROJECT['sizes of #REF', '#1']"", ""PROJECT['colors of #REF', '#1']"", ""PROJECT['shapes of #REF', '#1']"", ""COMPARATIVE['#1', '#3', 'are the same']"", ""COMPARATIVE['#1', '#4', 'are the same']"", ""INTERSECTION['#1', '#5', '#6']"", ""PROJECT['color of #REF', '#7']""]"
CLEVR_train_3858,what is the shape of the object immediately to the left of the small shiny aqua cylinder,"[""SELECT['the small shiny aqua cylinder']"", ""SELECT['objects']"", ""FILTER['#2', 'that are immediately to the left of #1']"", ""PROJECT['the shape of #REF', '#3']""]","[""SELECT['objects']"", ""SELECT['small cylinder']"", ""FILTER['#2', 'that is shiny']"", ""FILTER['#3', 'that is aqua']"", ""FILTER['#1', 'directly to the left of #4']"", ""PROJECT['shape of #REF', '#5']""."
CLEVR_train_386,Is the number of red objects fewer than the number of gray objects?,"[""SELECT['red objects']"", ""SELECT['gray objects']"", ""AGGREGATE['count', '#1']"", ""AGGREGATE['count', '#2']"", ""BOOLEAN['#3', 'lower than #4']""]","[""SELECT['objects']"", ""FILTER['#1', 'that are red']"", ""FILTER['#1', 'that are gray']"", ""AGGREGATE['count', '#2']"", ""AGGREGATE['count', '#3']"", ""BOOLEAN['#4', 'is less than #5']""]"
CLEVR_train_3860,What is the shape of the object standing alone?,"[""SELECT['the objects']"", ""FILTER['#1', 'standing alone']"", ""PROJECT['the shape of #REF', '#2']""]","[""SELECT['objects']"", ""FILTER['#1','standing alone']"", ""PROJECT['shape of #REF', '#2']""]"
CLEVR_train_3862,Are any objects to the right of the yellow ball?,"[""SELECT['objects']"", ""SELECT['the yellow ball']"", ""FILTER['#1', 'to the right of #2']"", ""BOOLEAN['#3', 'are there any #REF']""]","[""SELECT['the yellow ball']"", ""SELECT['objects']"", ""DISCARD['#2', '#1']"", ""BOOLEAN['if_exist', '#3', 'to the right of #1']""]"
CLEVR_train_3863,What is silver and in between the aqua items?,"[""SELECT['items']"", ""FILTER['#1', 'that is silver']"", ""FILTER['#1', 'that is aqua']"", ""FILTER['#2', 'that is between #3']""]","[""SELECT['items']"", ""FILTER['#1', 'that are silver']"", ""FILTER['#2', 'that are aqua']"", ""FILTER['#1', 'that are between #3']""]"
CLEVR_train_3864,What color is the matte large cube that is behind the red cylinder?,"[""SELECT['matte cube']"", ""FILTER['#1', 'that is large']"", ""SELECT['red cylinder']"", ""FILTER['#2', 'that is behind #3']"", ""PROJECT['color of #REF', '#4']""]","[""SELECT['the red cylinder']"", ""SELECT['cubes']"", ""FILTER['#2', 'that are matte']"", ""FILTER['#3', 'that are large']"", ""FILTER['#4', 'that are behind #1']"", ""PROJECT['color of #REF', '#5']""]"
CLEVR_train_3867,How many copper items are there?,"[""SELECT['copper items']"", ""AGGREGATE['count', '#1']""]","[""SELECT['cuir items']"", ""AGGREGATE['count', '#1']""]"
CLEVR_train_3868,"If you had to pair items by color, and then discard those paired items, how many items would you have left?","[""SELECT['items']"", ""PROJECT['colors of #REF', '#1']"", ""GROUP['count', '#1', '#2']"", ""COMPARATIVE['#1', '#3', 'is equal to one']"", ""AGGREGATE['count', '#4']""]","[""SELECT['items']"", ""PROJECT['color of #REF', '#1']"", ""GROUP['count', '#1', '#2']"", ""AGGREGATE['sum', '#3']""]"
CLEVR_train_3869,Which blue item would likely bounce higher?,"[""SELECT['items']"", ""FILTER['#1', 'that are blue']"", ""FILTER['#2', 'that would likely bounce higher']""]","[""SELECT['blue items']"", ""FILTER['#1', 'that would likely bounce higher']""]"
CLEVR_train_387,What is the combined number of flat surfaces on the objects in this image?,"[""SELECT['this image']"", ""PROJECT['the objects in #REF', '#1']"", ""PROJECT['flat surfaces on #REF', '#2']"", ""AGGREGATE['count', '#3']""]","[""SELECT['this image']"", ""PROJECT['the objects in #REF', '#1']"", ""PROJECT['flat surfaces on #REF', '#2']"", ""AGGREGATE['count', '#3']""]"
CLEVR_train_3872,Are there two purple cylinders?,"[""SELECT['purple cylinders']"", ""AGGREGATE['count', '#1']"", ""BOOLEAN['#2', 'is equal to two']""]","[""SELECT['purple cylinders']"", ""AGGREGATE['count', '#1']"", ""BOOLEAN['#2', 'equal to two']""]"
CLEVR_train_3874,What color is the large cube in front of the blue cylinder?,"[""SELECT['cubes']"", ""FILTER['#1', 'that is large']"", ""SELECT['cylinders']"", ""FILTER['#3', 'that is blue']"", ""FILTER['#2', 'in front of #4']"", ""PROJECT['color of #REF', '#5']""]","[""SELECT['large cube']"", ""SELECT['blue cylinder']"", ""FILTER['#1', 'that is in front of #2']"", ""PROJECT['color of #REF', '#3']""]"
CLEVR_train_3875,What color is the ball in front?,"[""SELECT['balls']"", ""FILTER['#1', 'in front']"", ""PROJECT['the color of #REF', '#2']""]","[""SELECT['ball']"", ""FILTER['#1', 'that is in front']"", ""PROJECT['color of #REF', '#2']""]"
CLEVR_train_3877,How many tiny shiny things are there?,"[""SELECT['tiny things']"", ""FILTER['#1', 'that are shiny']"", ""AGGREGATE['count', '#2']""]","[""SELECT['tiny objects']"", ""FILTER['#1', 'that are shiny']"", ""AGGREGATE['count', '#2']""]"
CLEVR_train_388,Is the cylinder bigger than the squares?,"[""SELECT['cylinder']"", ""SELECT['squares']"", ""BOOLEAN['#1', 'larger than #2']""]","[""SELECT['cylinder']"", ""SELECT['squares']"", ""PROJECT['size of #REF', '#1']"", ""BOOLEAN['#2', 'is higher than #3']""]"
CLEVR_train_3880,What color is the object closest to the shiny objects?,"[""SELECT['objects']"", ""FILTER['#1', 'that are shiny']"", ""FILTER['#1', 'closest to #2']"", ""PROJECT['color of #REF', '#3']""]","[""SELECT['objects']"", ""FILTER['#1', 'that are shiny']"", ""FILTER['#1', 'that is closest to #2']"", ""PROJECT['color of #REF', '#3']""]"
CLEVR_train_3881,What color is the small rubber ball?,"[""SELECT['ball']"", ""FILTER['#1', 'that is small']"", ""FILTER['#2', 'that is rubber']"", ""PROJECT['color of #REF', '#3']""]","[""SELECT['small ball']"", ""FILTER['#1', 'that is rubber']"", ""PROJECT['color of #REF', '#2']""]-"
CLEVR_train_3882,Are all the cylinders large?,"[""SELECT['cylinders']"", ""FILTER['#1', 'that are large']"", ""AGGREGATE['count', '#1']"", ""AGGREGATE['count', '#2']"", ""BOOLEAN['#3', 'the same as #4']""]","[""SELECT['cylinders']"", ""FILTER['#1', 'that are large']"", ""AGGREGATE['count', '#1']"", ""AGGREGATE['count', '#2']"", ""BOOLEAN['#4', 'is equal to #3']""]"
CLEVR_train_3884,What is the predominant color in the objects in this image?,"[""SELECT['the objects']"", ""FILTER['#1', 'that are in this image']"", ""PROJECT['colors of #REF', '#2']"", ""PROJECT['the predominant of #REF', '#3']""]","[""SELECT['objects in this image']"", ""PROJECT['colors of #REF', '#1']"", ""GROUP['count', '#1', '#2']"", ""COMPARATIVE['#2', '#3', 'is the highest']""."
CLEVR_train_3887,are the large cylinders metallic?,"[""SELECT['cylinders']"", ""FILTER['#1', 'that are metallic']"", ""FILTER['#2', 'that are large']""]","[""SELECT['large cylinders']"", ""FILTER['#1', 'that are metallic']"", ""AGGREGATE['count', '#2']"", ""BOOLEAN['#3', 'is at least one']""]"
CLEVR_train_389,What color is the cube to the left of the large green sphere?,"[""SELECT['the large green sphere']"", ""SELECT['cubes']"", ""FILTER['#2', 'that are to the left of #1']"", ""PROJECT['the color of #REF', '#3']""]","[""SELECT['cubes']"", ""SELECT['spheres']"", ""FILTER['#2', 'that are large']"", ""FILTER['#3', 'that are green']"", ""FILTER['#1', 'to the left of #4']"", ""PROJECT['color of #REF', '#5']""]"
CLEVR_train_3890,What is the shape of the object that is directly behind the largest cube?,"[""SELECT['object']"", ""SELECT['largest cube']"", ""FILTER['#1', 'directly behind #2']"", ""PROJECT['shape of #REF', '#3']""]","[""SELECT['the largest cube']"", ""SELECT['objects']"", ""DISCARD['#2', '#1']"", ""FILTER['#3', 'directly behind #1']"", ""PROJECT['the shape of #REF', '#4']""]"
